"","EHMacute","acute.sc","dur.ac","het.gen.sd","bp"
"2.5%",-0.601475674922307,0.685047718167177,0.545182234559105,1.13476418744952,0.0136995043364906
"50%",8.31051772976134,5.04854054959737,1.67196300918966,2.15035568157115,0.0964416489059188
"97.5%",90.1191421534203,86.1455317501957,6.87480191800999,2.92431231853564,0.954965192787902
